Refactoring Type	Source Entity	Target Class	Source/Target accessed members	Rate it!
Move Method	org.apache.lucene.search.FuzzyTermsEnum.AutomatonFuzzyTermsEnum::matches(org.apache.lucene.util.BytesRef, int):boolean	org.apache.lucene.util.BytesRef	2/4	
Move Method	org.apache.lucene.search.spans.TestSpans::testSpanScorerZeroSloppyFreq():void	org.apache.lucene.search.IndexSearcher	2/4	
Move Method	org.apache.lucene.analysis.hunspell.HunspellStemmer::uniqueStems(char[], int):java.util.List<org.apache.lucene.analysis.hunspell.HunspellStemmer.Stem>	org.apache.lucene.analysis.hunspell.HunspellDictionary	2/3	
Move Method	org.apache.lucene.analysis.ja.dict.BinaryDictionary::lookupWordIds(int, org.apache.lucene.util.IntsRef):void	org.apache.lucene.util.IntsRef	2/3	
Move Method	org.apache.lucene.analysis.morfologik.MorfologikFilter::toLowercase(java.lang.CharSequence):java.lang.CharSequence	org.apache.lucene.util.CharsRef	2/3	
Move Method	org.apache.lucene.codecs.lucene3x.TermInfosReaderIndex::compareTo(org.apache.lucene.index.Term, int, org.apache.lucene.util.PagedBytes.PagedBytesDataInput, org.apache.lucene.util.BytesRef):int	org.apache.lucene.util.BytesRef	2/3	
Move Method	org.apache.lucene.codecs.lucene3x.TestTermInfosReaderIndex::testCompareTo():void	org.apache.lucene.codecs.lucene3x.TermInfosReaderIndex	2/3	
Move Method	org.apache.lucene.codecs.lucene40.Lucene40DocValuesWriter::addVarStraightBytesField(org.apache.lucene.index.FieldInfo, org.apache.lucene.store.IndexOutput, org.apache.lucene.store.IndexOutput, java.lang.Iterable<org.apache.lucene.util.BytesRef>):void	org.apache.lucene.store.IndexOutput	2/3	
Move Method	org.apache.lucene.codecs.lucene40.Lucene40DocValuesWriter::addVarDerefBytesField(org.apache.lucene.index.FieldInfo, org.apache.lucene.store.IndexOutput, org.apache.lucene.store.IndexOutput, java.lang.Iterable<org.apache.lucene.util.BytesRef>):void	org.apache.lucene.store.IndexOutput	2/3	
Move Method	org.apache.lucene.codecs.lucene40.Lucene40DocValuesWriter::addVarSortedBytesField(org.apache.lucene.index.FieldInfo, org.apache.lucene.store.IndexOutput, org.apache.lucene.store.IndexOutput, java.lang.Iterable<org.apache.lucene.util.BytesRef>, java.lang.Iterable<java.lang.Number>):void	org.apache.lucene.store.IndexOutput	2/3	
Move Method	org.apache.lucene.codecs.lucene40.Lucene40StoredFieldsWriter::addRawDocuments(org.apache.lucene.store.IndexInput, int[], int):void	org.apache.lucene.store.IndexOutput	2/3	
Move Method	org.apache.lucene.codecs.memory.DirectPostingsFormat.DirectField::compare(int, org.apache.lucene.util.BytesRef):int	org.apache.lucene.util.BytesRef	2/3	
Move Method	org.apache.lucene.codecs.simpletext.SimpleTextStoredFieldsReader::parseIntAt(int):int	org.apache.lucene.util.BytesRef	2/3	
Move Method	org.apache.lucene.codecs.simpletext.SimpleTextTermVectorsReader::parseIntAt(int):int	org.apache.lucene.util.BytesRef	2/3	
Move Method	org.apache.lucene.facet.sampling.Sampler::trimResult(org.apache.lucene.facet.search.FacetResult):org.apache.lucene.facet.search.FacetResult	org.apache.lucene.facet.search.FacetResult	2/3	
Move Method	org.apache.lucene.index.TestSegmentReader::testDocument():void	org.apache.lucene.index.SegmentReader	2/3	
Move Method	org.apache.lucene.sandbox.queries.FuzzyLikeThisQueryTest::testClosestEditDistanceMatchComesFirst():void	org.apache.lucene.search.IndexSearcher	2/3	
Move Method	org.apache.lucene.sandbox.queries.FuzzyLikeThisQueryTest::testMultiWord():void	org.apache.lucene.search.IndexSearcher	2/3	
Move Method	org.apache.lucene.sandbox.queries.FuzzyLikeThisQueryTest::testNonExistingField():void	org.apache.lucene.search.IndexSearcher	2/3	
Move Method	org.apache.lucene.sandbox.queries.FuzzyLikeThisQueryTest::testNoMatchFirstWordBug():void	org.apache.lucene.search.IndexSearcher	2/3	
Move Method	org.apache.lucene.search.TestBooleanMinShouldMatch::testRewriteCoord1():void	org.apache.lucene.search.IndexSearcher	2/3	
Move Method	org.apache.lucene.search.TestBooleanMinShouldMatch::testRewriteNegate():void	org.apache.lucene.search.IndexSearcher	2/3	
Move Method	org.apache.lucene.search.join.ToParentBlockJoinCollector::copyGroups(org.apache.lucene.search.join.ToParentBlockJoinCollector.OneGroup):void	org.apache.lucene.search.join.ToParentBlockJoinCollector.OneGroup	2/3	
Move Method	org.apache.lucene.search.postingshighlight.PostingsHighlighter::highlightDoc(java.lang.String, org.apache.lucene.index.Term[], int, java.text.BreakIterator, int, org.apache.lucene.index.TermsEnum, org.apache.lucene.index.DocsAndPositionsEnum[], int):org.apache.lucene.search.postingshighlight.Passage[]	org.apache.lucene.search.postingshighlight.PassageScorer	2/3	
Move Method	org.apache.lucene.search.similarities.TFIDFSimilarity::explainScore(int, org.apache.lucene.search.Explanation, org.apache.lucene.search.similarities.TFIDFSimilarity.IDFStats, org.apache.lucene.index.NumericDocValues):org.apache.lucene.search.Explanation	org.apache.lucene.search.similarities.TFIDFSimilarity.IDFStats	2/3	
Move Method	org.apache.lucene.search.suggest.fst.FSTCompletion::collect(java.util.List<org.apache.lucene.search.suggest.fst.FSTCompletion.Completion>, int, int, org.apache.lucene.util.BytesRef, org.apache.lucene.util.fst.FST.Arc<java.lang.Object>):boolean	org.apache.lucene.util.BytesRef	2/3	
Move Method	org.apache.lucene.search.vectorhighlight.FieldQuery::checkOverlap(java.util.Collection<org.apache.lucene.search.Query>, org.apache.lucene.search.PhraseQuery, org.apache.lucene.search.PhraseQuery):void	org.apache.lucene.search.PhraseQuery	2/3	
Move Method	org.apache.lucene.util.automaton.AutomatonTestUtil.RandomAcceptedStrings::getRandomAcceptedString(java.util.Random):int[]	org.apache.lucene.util.automaton.Automaton	2/3	
Move Method	org.apache.lucene.util.automaton.CompiledAutomaton::addTail(int, org.apache.lucene.util.BytesRef, int, int):org.apache.lucene.util.BytesRef	org.apache.lucene.util.BytesRef	2/3	

